tst_cam,det,pred
20160816_1451_1,18,0.990581
20160816_1451_1,16,0.995017
20160816_1451_1,8,0.996082
20160816_1451_1,4,0.231091
20160816_1451_1,24,0.997514
20160816_1451_1,10,0.0791598
20160816_1451_1,22,0.155523
20160816_1451_1,20,0.974786
20160816_1451_1,21,0.244387
20160816_1217_1,9,0.980297
20160816_1217_1,13,0.00143312
20160816_1217_1,0,0.842114
20160816_1217_1,1,0.732101
20160816_1217_1,6,0.000504782
20160816_1217_1,14,0.00732548
20160816_1217_1,3,0.953439
20160816_1217_1,12,0.407169
20160816_1217_1,11,0.304593
20160816_1217_1,5,0.239685
20160816_1217_1,7,0.00592231
20160816_1217_1,2,0.43329
20160816_1217_1,8,0.267071
20160816_1217_1,4,0.957545
20160816_1217_1,10,0.618599
20160816_1301_0,9,0.0184176
20160816_1301_0,13,0.00685365
20160816_1301_0,0,0.173879
20160816_1301_0,1,0.000395083
20160816_1301_0,15,0.00175999
20160816_1301_0,6,0.01187
20160816_1301_0,14,0.000400045
20160816_1301_0,3,0.0149606
20160816_1301_0,12,0.000632722
20160816_1301_0,11,0.114447
20160816_1301_0,5,0.0887983
20160816_1301_0,7,0.000538633
20160816_1301_0,2,0.0713118
20160816_1301_0,16,0.00026826
20160816_1301_0,8,0.000466722
20160816_1301_0,4,0.00631465
20160816_1301_0,10,0.193656
20160816_0422_0,0,2.93996e-06
20160816_0422_0,1,3.00934e-05
20160816_1150_1,9,2.35188e-07
20160816_1150_1,0,0.0473173
20160816_1150_1,1,0.422428
20160816_1150_1,6,1.33515e-05
20160816_1150_1,3,0.0760322
20160816_1150_1,5,0.00138924
20160816_1150_1,7,0.0778699
20160816_1150_1,2,0.0329094
20160816_1150_1,8,5.83228e-08
20160816_1150_1,4,0.0743619
20160816_1150_1,10,0.030188
20160816_1613_0,0,0.578562
20160816_1613_0,1,0.000136454
20160816_1613_0,6,0.0530287
20160816_1613_0,3,0.422926
20160816_1613_0,5,0.480353
20160816_1613_0,2,0.44937
20160816_1613_0,4,0.000114727
20160816_0909_0,0,0.000267228
20160816_0707_0,9,8.53809e-09
20160816_0707_0,0,2.17068e-07
20160816_0707_0,1,1.04274e-07
20160816_0707_0,6,4.88859e-06
20160816_0707_0,3,0.000888967
20160816_0707_0,5,7.26115e-09
20160816_0707_0,7,4.53489e-08
20160816_0707_0,2,4.1767e-05
20160816_0707_0,8,2.80835e-12
20160816_0707_0,4,4.56033e-05
20160816_1851_1,0,0.00230301
20160816_1418_0,0,5.49694e-07
20160816_1418_0,1,0.000247612
20160816_1418_0,6,0.0021336
20160816_1418_0,3,5.14632e-05
20160816_1418_0,5,1.47374e-05
20160816_1418_0,2,0.000343883
20160816_1418_0,4,0.0141729
20160816_1634_1,9,0.0127711
20160816_1634_1,0,0.589533
20160816_1634_1,1,0.00241101
20160816_1634_1,6,0.859551
20160816_1634_1,3,4.31885e-07
20160816_1634_1,12,0.0285508
20160816_1634_1,11,0.000815971
20160816_1634_1,5,3.73102e-05
20160816_1634_1,7,0.954821
20160816_1634_1,2,0.00115791
20160816_1634_1,8,0.000243924
20160816_1634_1,4,0.00925152
20160816_1634_1,10,0.00118174
20160816_0511_1,0,6.66331e-05
20160816_0838_0,0,3.89852e-06
20160816_1316_1,0,2.3327e-06
20160816_1316_1,1,1.57111e-07
20160816_1316_1,3,4.77023e-06
20160816_1316_1,2,9.29498e-07
20160816_1204_1,26,0.865997
20160816_1204_1,17,0.993098
20160816_1204_1,28,0.92271
20160816_1204_1,9,0.536327
20160816_1204_1,13,0.943274
20160816_1204_1,0,0.926111
20160816_1204_1,25,0.902341
20160816_1204_1,1,0.942433
20160816_1204_1,15,0.992502
20160816_1204_1,6,0.943834
20160816_1204_1,14,0.629038
20160816_1204_1,3,0.984078
20160816_1204_1,12,0.943094
20160816_1204_1,11,0.987116
20160816_1204_1,5,0.916594
20160816_1204_1,19,0.959641
20160816_1204_1,27,0.89583
20160816_1204_1,23,0.971529
20160816_1204_1,7,0.955593
20160816_1204_1,2,0.977306
20160816_1204_1,18,0.991665
20160816_1204_1,16,0.993728
20160816_1204_1,8,0.972528
20160816_1204_1,4,0.869763
20160816_1204_1,24,0.929054
20160816_1204_1,10,0.943607
20160816_1204_1,22,0.714201
20160816_1204_1,29,0.71409
20160816_1204_1,20,0.997294
20160816_1204_1,21,0.948207
20160816_1129_1,0,0.0495478
20160816_1129_1,1,0.000268283
20160816_1129_1,2,0.584584
20160816_1722_0,9,8.29247e-13
20160816_1722_0,0,6.55723e-08
20160816_1722_0,1,1.7408e-09
20160816_1722_0,6,1.36183e-07
20160816_1722_0,3,2.85883e-11
20160816_1722_0,5,4.7787e-11
20160816_1722_0,7,1.19835e-10
20160816_1722_0,2,5.11834e-19
20160816_1722_0,8,1.57568e-15
20160816_1722_0,4,1.1335e-09
20160816_1722_0,10,6.56266e-14
20160816_0648_0,0,3.96858e-05
20160816_2352_1,0,5.9991e-07
20160816_0106_0,0,5.23323e-07
20160816_0106_0,1,1.20539e-07
20160816_1041_1,9,0.919869
20160816_1041_1,0,0.000292553
20160816_1041_1,1,0.0134057
20160816_1041_1,6,0.754018
20160816_1041_1,3,0.847041
20160816_1041_1,5,0.808522
20160816_1041_1,7,0.836383
20160816_1041_1,2,0.585222
20160816_1041_1,8,0.660914
20160816_1041_1,4,0.544848
20160816_1041_1,10,0.182309
20160816_1732_0,17,2.87113e-07
20160816_1732_0,9,4.34355e-10
20160816_1732_0,13,5.76705e-06
20160816_1732_0,0,1.26796e-14
20160816_1732_0,1,0.000321858
20160816_1732_0,15,1.77818e-07
20160816_1732_0,6,4.34243e-05
20160816_1732_0,14,2.61228e-06
20160816_1732_0,3,1.18096e-14
20160816_1732_0,12,1.11422e-07
20160816_1732_0,11,3.46962e-11
20160816_1732_0,5,7.46756e-13
20160816_1732_0,7,3.10355e-06
20160816_1732_0,2,1.1838e-10
20160816_1732_0,18,7.71659e-07
20160816_1732_0,16,6.76062e-05
20160816_1732_0,8,6.05398e-07
20160816_1732_0,4,7.04248e-07
20160816_1732_0,10,0.000154378
20160816_0928_1,9,0.638225
20160816_0928_1,0,0.998295
20160816_0928_1,1,4.44323e-06
20160816_0928_1,6,0.405425
20160816_0928_1,3,0.985246
20160816_0928_1,5,0.999209
20160816_0928_1,7,0.727749
20160816_0928_1,2,0.994611
20160816_0928_1,8,0.874146
20160816_0928_1,4,0.89065
20160816_1059_1,0,0.94397
20160816_1059_1,1,0.276828
20160816_1059_1,3,0.313482
20160816_1059_1,5,0.723271
20160816_1059_1,2,0.0666731
20160816_1059_1,4,0.0382213
20160816_0901_1,9,1.53743e-06
20160816_0901_1,0,0.717256
20160816_0901_1,1,0.664078
20160816_0901_1,6,0.970795
20160816_0901_1,3,9.28657e-07
20160816_0901_1,5,0.913244
20160816_0901_1,7,0.0824431
20160816_0901_1,2,0.00134489
20160816_0901_1,8,0.833732
20160816_0901_1,4,9.6416e-08
20160816_0901_1,10,0.949649
20160816_1239_1,9,0.602829
20160816_1239_1,13,0.996856
20160816_1239_1,0,0.0714303
20160816_1239_1,1,0.287654
20160816_1239_1,6,0.962719
20160816_1239_1,14,0.874991
20160816_1239_1,3,0.942704
20160816_1239_1,12,0.995245
20160816_1239_1,11,0.983957
20160816_1239_1,5,0.996576
20160816_1239_1,7,0.731299
20160816_1239_1,2,0.00143784
20160816_1239_1,8,0.982535
20160816_1239_1,4,0.950213
20160816_1239_1,10,0.996255
20160816_0445_0,0,3.12929e-05
20160816_1732_1,0,0.0128691
20160816_1732_1,1,0.472567
20160816_1732_1,3,0.017241
20160816_1732_1,2,0.510807
20160816_1913_1,0,1.27991e-05
20160816_1101_1,0,0.000393281
20160816_1101_1,1,0.00565365
20160816_1101_1,3,0.000160931
20160816_1101_1,5,0.020194
20160816_1101_1,2,0.0298763
20160816_1101_1,4,0.0040046
20160816_1627_0,0,0.000710052
20160816_1627_0,1,0.000984039
20160816_1627_0,2,0.00855856
20160816_0651_1,0,2.95117e-11
20160816_1132_1,0,0.0001336
20160816_0314_1,0,1.15928e-05
20160816_1152_0,0,0.000191584
20160816_1152_0,1,2.21977e-05
20160816_1152_0,2,9.42014e-11
20160816_0959_0,9,2.29527e-07
20160816_0959_0,13,5.64628e-09
20160816_0959_0,0,4.77505e-08
20160816_0959_0,1,3.05468e-08
20160816_0959_0,6,1.22584e-11
20160816_0959_0,14,1.68383e-13
20160816_0959_0,3,1.68834e-09
20160816_0959_0,12,0.000394861
20160816_0959_0,11,6.30633e-07
20160816_0959_0,5,8.3583e-08
20160816_0959_0,7,1.73249e-08
20160816_0959_0,2,2.11641e-09
20160816_0959_0,8,4.19241e-08
20160816_0959_0,4,0.000135624
20160816_0959_0,10,5.24975e-08
20160816_1603_0,9,3.43667e-05
20160816_1603_0,0,0.0264559
20160816_1603_0,1,0.000764232
20160816_1603_0,6,0.00163159
20160816_1603_0,3,0.0538565
20160816_1603_0,11,0.0253692
20160816_1603_0,5,0.422319
20160816_1603_0,7,0.0118265
20160816_1603_0,2,0.0109046
20160816_1603_0,8,0.930539
20160816_1603_0,4,0.218518
20160816_1603_0,10,0.0339513
20160816_1311_1,0,0.0732338
20160816_1311_1,1,8.98717e-08
20160816_1311_1,6,2.01832e-07
20160816_1311_1,3,8.58563e-11
20160816_1311_1,5,6.56573e-12
20160816_1311_1,7,1.7058e-13
20160816_1311_1,2,0.00322323
20160816_1311_1,8,0.196456
20160816_1311_1,4,7.68417e-22
20160816_1522_0,17,0.00120822
20160816_1522_0,9,0.00140565
20160816_1522_0,13,0.00814569
20160816_1522_0,0,0.000404119
20160816_1522_0,1,0.0020142
20160816_1522_0,15,0.00096443
20160816_1522_0,6,0.0331016
20160816_1522_0,14,0.0045261
20160816_1522_0,3,0.00201453
20160816_1522_0,12,0.041107
20160816_1522_0,11,3.49686e-05
20160816_1522_0,5,0.187489
20160816_1522_0,19,0.0186986
20160816_1522_0,23,0.000213992
20160816_1522_0,7,0.0444142
20160816_1522_0,2,0.0245701
20160816_1522_0,18,0.000547967
20160816_1522_0,16,0.00365519
20160816_1522_0,8,0.00262196
20160816_1522_0,4,0.00466782
20160816_1522_0,24,0.00744642
20160816_1522_0,10,0.0159214
20160816_1522_0,22,0.00461801
20160816_1522_0,20,0.00848141
20160816_1522_0,21,0.000876191
20160816_1058_0,26,8.65577e-15
20160816_1058_0,17,0.980682
20160816_1058_0,28,2.83295e-08
20160816_1058_0,37,0.00338427
20160816_1058_0,9,0.00548627
20160816_1058_0,13,6.33904e-06
20160816_1058_0,0,0.0057485
20160816_1058_0,25,0.00349525
20160816_1058_0,1,0.00125949
20160816_1058_0,35,7.01646e-08
20160816_1058_0,34,3.10369e-09
20160816_1058_0,15,0.00211703
20160816_1058_0,6,0.964841
20160816_1058_0,14,0.737421
20160816_1058_0,3,0.000144103
20160816_1058_0,31,1.31679e-10
20160816_1058_0,12,0.00123353
20160816_1058_0,11,0.935573
20160816_1058_0,5,0.000527411
20160816_1058_0,30,0.000233376
20160816_1058_0,19,0.00580098
20160816_1058_0,32,3.29581e-17
20160816_1058_0,27,2.96517e-15
20160816_1058_0,23,2.61049e-13
20160816_1058_0,7,0.00190357
20160816_1058_0,2,0.000319873
20160816_1058_0,18,0.141706
20160816_1058_0,16,7.83241e-09
20160816_1058_0,8,0.00137418
20160816_1058_0,4,2.00183e-06
20160816_1058_0,36,2.92992e-05
20160816_1058_0,33,2.07255e-10
20160816_1058_0,24,5.20604e-07
20160816_1058_0,10,0.00959645
20160816_1058_0,22,0.0613078
20160816_1058_0,29,2.40455e-05
20160816_1058_0,20,0.056258
20160816_1058_0,21,0.0111852
20160816_1014_0,0,0.16474
20160816_1014_0,1,0.00170998
20160816_1014_0,3,0.0111806
20160816_1014_0,5,0.993038
20160816_1014_0,2,0.0014502
20160816_1014_0,4,0.258565
20160816_0926_0,0,1.86708e-05
20160816_1648_1,0,0.464439
20160816_1648_1,1,0.0562521
20160816_1648_1,2,0.00033328
20160816_1336_1,9,0.927098
20160816_1336_1,13,0.722728
20160816_1336_1,0,0.524781
20160816_1336_1,1,0.851263
20160816_1336_1,6,0.020325
20160816_1336_1,3,0.328638
20160816_1336_1,12,0.556413
20160816_1336_1,11,0.942139
20160816_1336_1,5,0.793639
20160816_1336_1,7,0.924998
20160816_1336_1,2,0.694489
20160816_1336_1,8,0.852407
20160816_1336_1,4,0.0891839
20160816_1336_1,10,0.908559
20160816_1833_0,0,6.53673e-05
20160816_1731_0,0,4.96784e-10
20160816_0706_0,0,3.38943e-06
20160816_0706_0,1,8.84878e-06
20160816_0706_0,6,2.45885e-06
20160816_0706_0,3,1.94039e-06
20160816_0706_0,5,5.85061e-10
20160816_0706_0,7,0.000605206
20160816_0706_0,2,4.00892e-05
20160816_0706_0,8,1.50406e-06
20160816_0706_0,4,4.93714e-10
20160816_2158_0,9,1.67585e-06
20160816_2158_0,13,5.89739e-07
20160816_2158_0,0,8.58491e-11
20160816_2158_0,1,6.21804e-09
20160816_2158_0,6,9.99417e-16
20160816_2158_0,3,1.57178e-09
20160816_2158_0,12,3.98748e-13
20160816_2158_0,11,7.32542e-14
20160816_2158_0,5,4.65118e-09
20160816_2158_0,7,1.88957e-07
20160816_2158_0,2,1.93884e-06
20160816_2158_0,8,7.65532e-07
20160816_2158_0,4,8.17679e-15
20160816_2158_0,10,7.28835e-10
20160816_1151_0,0,0.000959705
20160816_1034_1,0,0.0119803
20160816_1034_1,1,0.21631
20160816_1034_1,6,0.0623594
20160816_1034_1,3,0.0148711
20160816_1034_1,5,0.0340283
20160816_1034_1,2,0.0660412
20160816_1034_1,4,0.0207966
20160816_2052_1,0,5.18395e-08
20160816_1053_0,26,0.0860071
20160816_1053_0,17,0.00299861
20160816_1053_0,28,0.134705
20160816_1053_0,9,7.29481e-09
20160816_1053_0,13,0.00431401
20160816_1053_0,0,0.000572957
20160816_1053_0,25,0.267433
20160816_1053_0,1,3.61078e-05
20160816_1053_0,15,0.00463803
20160816_1053_0,6,0.00100729
20160816_1053_0,14,0.00431401
20160816_1053_0,3,0.0929273
20160816_1053_0,12,0.0164477
20160816_1053_0,11,0.0216671
20160816_1053_0,5,0.00196595
20160816_1053_0,19,0.00166069
20160816_1053_0,27,0.00571474
20160816_1053_0,23,0.00211636
20160816_1053_0,7,0.000225426
20160816_1053_0,2,0.000581496
20160816_1053_0,18,0.0207939
20160816_1053_0,16,8.81193e-05
20160816_1053_0,8,3.1215e-06
20160816_1053_0,4,0.0010986
20160816_1053_0,24,0.427867
20160816_1053_0,10,4.86408e-09
20160816_1053_0,22,0.000365389
20160816_1053_0,29,0.258103
20160816_1053_0,20,0.0250876
20160816_1053_0,21,0.000278532
20160816_1837_1,0,0.0619081
20160816_1837_1,1,0.0452984
20160816_1837_1,6,0.048664
20160816_1837_1,3,0.117965
20160816_1837_1,5,0.764777
20160816_1837_1,7,0.0090608
20160816_1837_1,2,0.98139
20160816_1837_1,8,0.118709
20160816_1837_1,4,0.519334
20160816_1147_1,0,0.951582
20160816_1147_1,1,0.950277
20160816_1147_1,6,0.977091
20160816_1147_1,3,0.633624
20160816_1147_1,5,0.982501
20160816_1147_1,7,0.956703
20160816_1147_1,2,0.901866
20160816_1147_1,8,0.801879
20160816_1147_1,4,0.818945
20160816_0138_0,0,9.64043e-07
20160816_1422_0,9,0.0663233
20160816_1422_0,0,0.0456987
20160816_1422_0,1,0.0101682
20160816_1422_0,6,8.52234e-07
20160816_1422_0,3,1.17674e-07
20160816_1422_0,12,0.000360081
20160816_1422_0,11,8.03553e-06
20160816_1422_0,5,0.000222584
20160816_1422_0,7,0.0563365
20160816_1422_0,2,0.0198468
20160816_1422_0,8,1.62267e-05
20160816_1422_0,4,0.0190286
20160816_1422_0,10,0.000361948
20160816_1242_0,0,1.21051e-06
20160816_0643_0,0,1.28668e-06
20160816_0643_0,1,4.60152e-05
20160816_1241_0,0,6.18345e-08
20160816_1241_0,1,4.33559e-05
20160816_1241_0,3,1.80033e-06
20160816_1241_0,2,1.05507e-05
20160816_1241_0,4,1.18765e-05
20160816_0024_1,9,1.39234e-09
20160816_0024_1,0,8.39354e-09
20160816_0024_1,1,2.98444e-10
20160816_0024_1,6,9.46176e-07
20160816_0024_1,3,3.26044e-07
20160816_0024_1,5,5.23719e-08
20160816_0024_1,7,3.26701e-06
20160816_0024_1,2,4.75236e-07
20160816_0024_1,8,7.59129e-09
20160816_0024_1,4,5.03745e-12
20160816_1407_1,26,0.999229
20160816_1407_1,17,0.101455
20160816_1407_1,9,0.0587818
20160816_1407_1,13,0.105185
20160816_1407_1,0,0.0419381
20160816_1407_1,25,0.998329
20160816_1407_1,1,0.0342893
20160816_1407_1,15,0.030519
20160816_1407_1,6,0.997814
20160816_1407_1,14,0.0147304
20160816_1407_1,3,0.94324
20160816_1407_1,12,0.573881
20160816_1407_1,11,0.239583
20160816_1407_1,5,0.981722
20160816_1407_1,19,0.949348
20160816_1407_1,27,0.995392
20160816_1407_1,23,0.98526
20160816_1407_1,7,0.328256
20160816_1407_1,2,0.971698
20160816_1407_1,18,0.0863261
20160816_1407_1,16,0.259153
20160816_1407_1,8,0.878977
20160816_1407_1,4,0.00314637
20160816_1407_1,24,0.998285
20160816_1407_1,10,0.100248
20160816_1407_1,22,0.99944
20160816_1407_1,20,0.999204
20160816_1407_1,21,0.999373
20160816_1721_0,0,4.97487e-09
20160816_1721_0,1,0.000211825
20160816_1721_0,3,0.000123995
20160816_1721_0,5,7.46783e-05
20160816_1721_0,2,0.000339217
20160816_1721_0,4,8.81118e-05
20160816_1143_1,9,0.615036
20160816_1143_1,13,0.921281
20160816_1143_1,0,0.00811016
20160816_1143_1,1,0.00140063
20160816_1143_1,15,0.944988
20160816_1143_1,6,0.704197
20160816_1143_1,14,0.948604
20160816_1143_1,3,0.965878
20160816_1143_1,12,0.971791
20160816_1143_1,11,0.975649
20160816_1143_1,5,0.995164
20160816_1143_1,7,0.860026
20160816_1143_1,2,0.733451
20160816_1143_1,8,0.690152
20160816_1143_1,4,0.752043
20160816_1143_1,10,0.755326
20160816_1607_0,0,0.00183973
20160816_1607_0,1,1.43815e-06
20160816_1607_0,6,3.58862e-05
20160816_1607_0,3,0.0029966
20160816_1607_0,5,4.25478e-05
20160816_1607_0,7,0.738965
20160816_1607_0,2,9.25783e-05
20160816_1607_0,4,0.000305765
20160816_1736_1,0,9.719e-06
20160816_1736_1,1,2.76969e-07
20160816_1736_1,3,0.000315669
20160816_1736_1,2,2.96426e-05
20160816_1736_1,4,2.3061e-07
20160816_2138_1,0,9.65634e-06
20160816_0449_1,0,0.000548619
20160816_0449_1,1,0.000162429
20160816_2203_0,9,9.28758e-06
20160816_2203_0,13,8.67134e-06
20160816_2203_0,0,7.0429e-06
20160816_2203_0,1,2.15633e-05
20160816_2203_0,6,1.82349e-07
20160816_2203_0,3,2.86663e-10
20160816_2203_0,12,1.27445e-07
20160816_2203_0,11,8.59398e-05
20160816_2203_0,5,3.696e-08
20160816_2203_0,7,1.4544e-07
20160816_2203_0,2,9.21829e-05
20160816_2203_0,8,2.45213e-09
20160816_2203_0,4,1.56361e-10
20160816_2203_0,10,7.75192e-05
20160816_0712_1,0,0.647614
20160816_0712_1,1,0.000267671
20160816_1556_0,26,1.66711e-12
20160816_1556_0,17,0.259585
20160816_1556_0,28,0.0162604
20160816_1556_0,9,1.46038e-06
20160816_1556_0,13,0.0123661
20160816_1556_0,0,0.000937679
20160816_1556_0,25,0.156898
20160816_1556_0,1,0.0230118
20160816_1556_0,15,0.00450497
20160816_1556_0,6,0.000125063
20160816_1556_0,14,0.0907891
20160816_1556_0,3,4.7681e-08
20160816_1556_0,31,0.0082345
20160816_1556_0,12,5.02556e-08
20160816_1556_0,11,0.000265903
20160816_1556_0,5,0.0097698
20160816_1556_0,30,0.00101562
20160816_1556_0,19,0.0298355
20160816_1556_0,27,0.00143028
20160816_1556_0,23,1.15426e-05
20160816_1556_0,7,1.37434e-06
20160816_1556_0,2,4.84854e-10
20160816_1556_0,18,0.00202721
20160816_1556_0,16,0.00171709
20160816_1556_0,8,0.00330226
20160816_1556_0,4,0.013742
20160816_1556_0,24,1.89684e-06
20160816_1556_0,10,1.34351e-07
20160816_1556_0,22,0.000239446
20160816_1556_0,29,0.000149954
20160816_1556_0,20,0.0095053
20160816_1556_0,21,0.00023795
20160816_1412_1,9,0.0107826
20160816_1412_1,13,0.0036971
20160816_1412_1,0,0.993345
20160816_1412_1,1,0.996504
20160816_1412_1,6,0.686519
20160816_1412_1,3,0.000129269
20160816_1412_1,12,0.139291
20160816_1412_1,11,0.148576
20160816_1412_1,5,0.9932
20160816_1412_1,7,0.985385
20160816_1412_1,2,0.699699
20160816_1412_1,8,0.959547
20160816_1412_1,4,0.998595
20160816_1412_1,10,0.0272135
20160816_1009_0,0,3.6646e-05
20160816_0023_0,0,9.94126e-07
20160816_1206_1,17,0.864556
20160816_1206_1,9,0.00744635
20160816_1206_1,13,0.792574
20160816_1206_1,0,0.00666875
20160816_1206_1,1,0.938036
20160816_1206_1,15,0.936749
20160816_1206_1,6,0.0647803
20160816_1206_1,14,0.494851
20160816_1206_1,3,0.0126962
20160816_1206_1,12,0.878592
20160816_1206_1,11,0.183027
20160816_1206_1,5,0.511549
20160816_1206_1,19,0.799299
20160816_1206_1,23,0.0254021
20160816_1206_1,7,0.00186919
20160816_1206_1,2,0.00457523
20160816_1206_1,18,0.0193135
20160816_1206_1,16,0.819403
20160816_1206_1,8,0.00189493
20160816_1206_1,4,0.328413
20160816_1206_1,10,0.865685
20160816_1206_1,22,0.0870525
20160816_1206_1,20,0.727629
20160816_1206_1,21,0.00213348
20160816_1917_0,0,1.50487e-08
20160816_1224_0,0,0.0103905
20160816_1224_0,1,0.0152946
20160816_1224_0,6,0.000472309
20160816_1224_0,3,0.00136643
20160816_1224_0,5,0.232497
20160816_1224_0,7,0.141634
20160816_1224_0,2,0.00778621
20160816_1224_0,4,0.000765858
20160816_0613_1,0,0.0283957
20160816_0613_1,1,0.162711
20160816_0613_1,3,0.0364749
20160816_0613_1,2,0.177335
20160816_1122_1,26,0.764622
20160816_1122_1,17,0.992796
20160816_1122_1,28,0.79648
20160816_1122_1,37,0.974914
20160816_1122_1,9,0.865994
20160816_1122_1,13,0.676769
20160816_1122_1,0,0.979289
20160816_1122_1,25,0.963176
20160816_1122_1,1,0.219936
20160816_1122_1,48,0.966447
20160816_1122_1,39,0.723831
20160816_1122_1,35,0.98483
20160816_1122_1,34,0.95778
20160816_1122_1,15,0.885627
20160816_1122_1,6,0.374797
20160816_1122_1,45,0.802078
20160816_1122_1,14,0.840865
20160816_1122_1,40,0.989979
20160816_1122_1,3,0.461303
20160816_1122_1,31,0.792268
20160816_1122_1,12,0.975242
20160816_1122_1,11,0.867156
20160816_1122_1,5,0.223248
20160816_1122_1,30,0.985537
20160816_1122_1,19,0.995704
20160816_1122_1,47,0.327397
20160816_1122_1,32,0.760267
20160816_1122_1,42,0.901783
20160816_1122_1,27,0.950992
20160816_1122_1,23,0.995718
20160816_1122_1,7,0.923064
20160816_1122_1,2,0.385197
20160816_1122_1,18,0.894592
20160816_1122_1,16,0.986619
20160816_1122_1,38,0.946008
20160816_1122_1,44,2.49909e-05
20160816_1122_1,8,0.973116
20160816_1122_1,4,0.93356
20160816_1122_1,36,0.996151
20160816_1122_1,43,0.970634
20160816_1122_1,33,0.65472
20160816_1122_1,24,0.997335
20160816_1122_1,10,0.673918
20160816_1122_1,22,0.989401
20160816_1122_1,29,0.238274
20160816_1122_1,20,0.99523
20160816_1122_1,21,0.799871
20160816_1122_1,46,0.972453
20160816_1122_1,41,0.993014
20160816_1031_0,0,0.000295383
20160816_1031_0,1,0.00199636
20160816_1031_0,6,0.009402
20160816_1031_0,3,0.0138327
20160816_1031_0,5,0.0476952
20160816_1031_0,7,0.00172456
20160816_1031_0,2,0.0234846
20160816_1031_0,8,0.00257672
20160816_1031_0,4,0.0512981
20160816_0510_1,0,4.44021e-09
20160816_0510_1,1,5.48004e-07
20160816_0510_1,3,4.56061e-11
20160816_0510_1,2,6.91294e-13
20160816_0949_0,0,0.00445937
20160816_0949_0,1,2.97402e-17
20160816_1433_0,0,8.26924e-05
20160816_1433_0,1,0.00558116
20160816_1433_0,3,1.42972e-05
20160816_1433_0,2,0.0111695
20160816_1433_0,4,0.750685
20160816_0316_0,0,1.50614e-05
20160816_1218_1,26,0.00964545
20160816_1218_1,17,0.0200999
20160816_1218_1,28,0.979306
20160816_1218_1,37,0.221274
20160816_1218_1,9,0.0919198
20160816_1218_1,13,0.854829
20160816_1218_1,0,0.0261251
20160816_1218_1,25,0.000309964
20160816_1218_1,1,0.229354
20160816_1218_1,39,0.616915
20160816_1218_1,35,0.944812
20160816_1218_1,34,0.286748
20160816_1218_1,15,0.0013433
20160816_1218_1,6,0.000803409
20160816_1218_1,14,0.46571
20160816_1218_1,3,0.0675387
20160816_1218_1,31,0.0402145
20160816_1218_1,12,0.642651
20160816_1218_1,11,0.0222298
20160816_1218_1,5,0.0211283
20160816_1218_1,30,0.681785
20160816_1218_1,19,0.707422
20160816_1218_1,32,0.00795582
20160816_1218_1,27,0.398007
20160816_1218_1,23,0.509893
20160816_1218_1,7,0.0847819
20160816_1218_1,2,0.0714116
20160816_1218_1,18,0.142881
20160816_1218_1,16,0.000752588
20160816_1218_1,38,0.83972
20160816_1218_1,8,0.655563
20160816_1218_1,4,0.0702868
20160816_1218_1,36,0.00333209
20160816_1218_1,33,0.0323837
20160816_1218_1,24,0.262081
20160816_1218_1,10,0.00118872
20160816_1218_1,22,0.363831
20160816_1218_1,29,0.933874
20160816_1218_1,20,0.75193
20160816_1218_1,21,0.47327
20160816_1415_0,0,1.07478e-06
20160816_1415_0,1,0.000124902
20160816_1415_0,6,7.5405e-06
20160816_1415_0,3,3.55184e-06
20160816_1415_0,5,0.0242539
20160816_1415_0,7,1.17531e-05
20160816_1415_0,2,0.000252884
20160816_1415_0,4,0.000914497
20160816_1406_1,26,0.702272
20160816_1406_1,17,0.921523
20160816_1406_1,28,0.881102
20160816_1406_1,9,0.800559
20160816_1406_1,13,0.778363
20160816_1406_1,0,0.0300323
20160816_1406_1,25,0.983779
20160816_1406_1,1,0.958155
20160816_1406_1,15,0.861745
20160816_1406_1,6,0.990761
20160816_1406_1,14,0.00439076
20160816_1406_1,3,0.961119
20160816_1406_1,12,0.800501
20160816_1406_1,11,0.910512
20160816_1406_1,5,0.0774003
20160816_1406_1,19,0.867733
20160816_1406_1,27,0.515928
20160816_1406_1,23,0.898055
20160816_1406_1,7,0.786419
20160816_1406_1,2,0.0139573
20160816_1406_1,18,0.552003
20160816_1406_1,16,7.23579e-05
20160816_1406_1,8,0.95749
20160816_1406_1,4,0.652332
20160816_1406_1,24,0.958704
20160816_1406_1,10,0.830806
20160816_1406_1,22,0.937616
20160816_1406_1,29,0.0166955
20160816_1406_1,20,0.0343626
20160816_1406_1,21,0.9846
20160816_1229_0,0,0.00685398
20160816_1229_0,1,5.27193e-06
20160816_1541_0,9,0.00508204
20160816_1541_0,0,5.97423e-05
20160816_1541_0,1,0.134448
20160816_1541_0,6,1.09436e-06
20160816_1541_0,3,0.0016865
20160816_1541_0,12,0.00172997
20160816_1541_0,11,3.5138e-10
20160816_1541_0,5,0.000788746
20160816_1541_0,7,6.50001e-05
20160816_1541_0,2,0.000453792
20160816_1541_0,8,0.241958
20160816_1541_0,4,0.0016865
20160816_1541_0,10,5.32876e-05
20160816_1938_0,0,7.41138e-09
20160816_1022_0,0,0.0267243
20160816_1022_0,1,8.73818e-05
20160816_1022_0,2,0.00139154
20160816_0443_1,0,0.000463014
20160816_0443_1,1,0.00193997
20160816_0443_1,6,4.84115e-11
20160816_0443_1,3,8.81408e-06
20160816_0443_1,5,0.0127799
