tst_cam,det,pred
20160816_1523_0,10,0.00178145
20160816_1523_0,22,0.471888
20160816_1523_0,29,0.0135262
20160816_1523_0,20,0.0091069
20160816_1523_0,21,0.00150291
20160816_1339_0,0,0.00381375
20160816_1339_0,1,0.000705273
20160816_1339_0,3,0.0110204
20160816_1339_0,2,3.3498e-05
20160816_1339_0,4,0.0256868
20160816_0858_0,9,1.22797e-07
20160816_0858_0,0,0.543647
20160816_0858_0,1,6.78666e-06
20160816_0858_0,6,0.0405057
20160816_0858_0,3,0.430768
20160816_0858_0,5,7.3741e-07
20160816_0858_0,7,2.37648e-06
20160816_0858_0,2,1.86869e-06
20160816_0858_0,8,5.15003e-07
20160816_0858_0,4,0.164961
20160816_0858_0,10,1.12821e-05
20160816_1745_1,0,0.0365009
20160816_1223_1,0,0.0503739
20160816_1223_1,1,3.30962e-11
20160816_1223_1,6,0.07222
20160816_1223_1,3,0.0223785
20160816_1223_1,5,0.00030912
20160816_1223_1,7,0.558196
20160816_1223_1,2,0.482826
20160816_1223_1,8,0.00564207
20160816_1223_1,4,2.08724e-05
20160816_1640_0,0,1.26763e-06
20160816_1640_0,1,4.32795e-05
20160816_1640_0,6,3.01923e-05
20160816_1640_0,3,7.46226e-06
20160816_1640_0,5,0.215663
20160816_1640_0,7,7.35323e-05
20160816_1640_0,2,0.00015182
20160816_1640_0,8,2.09394e-05
20160816_1640_0,4,9.6364e-05
20160816_1312_1,0,0.173198
20160816_1312_1,1,8.33747e-05
20160816_2117_0,0,6.41915e-05
20160816_1924_0,0,4.45246e-06
20160816_1924_0,1,4.04106e-07
20160816_1924_0,3,3.80597e-08
20160816_1924_0,2,3.20994e-08
20160816_0406_1,0,1.88304e-07
20160816_0406_1,1,2.01631e-05
20160816_1908_1,0,9.69753e-06
20160816_1908_1,1,8.13051e-09
20160816_1908_1,2,2.00973e-05
20160816_0737_0,0,1.7314e-05
20160816_0737_0,1,2.83271e-06
20160816_0737_0,2,1.12547e-06
20160816_0906_1,0,0.840019
20160816_0906_1,1,0.912855
20160816_0906_1,6,0.17826
20160816_0906_1,3,7.77902e-07
20160816_0906_1,5,0.541302
20160816_0906_1,2,2.07125e-07
20160816_0906_1,4,0.000197718
20160816_0851_1,0,0.937345
20160816_0851_1,1,0.878393
20160816_0851_1,3,0.236826
20160816_0851_1,2,0.605852
20160816_0851_1,4,0.885776
20160816_1106_1,9,0.986742
20160816_1106_1,0,0.850427
20160816_1106_1,1,0.897684
20160816_1106_1,6,0.600357
20160816_1106_1,3,0.495276
20160816_1106_1,5,0.659708
20160816_1106_1,7,0.579227
20160816_1106_1,2,0.747126
20160816_1106_1,8,0.166005
20160816_1106_1,4,0.695576
20160816_1106_1,10,0.996462
20160816_0743_0,9,0.86815
20160816_0743_0,13,8.69287e-08
20160816_0743_0,0,4.64804e-05
20160816_0743_0,1,3.01253e-08
20160816_0743_0,6,2.61684e-06
20160816_0743_0,14,5.62054e-08
20160816_0743_0,3,0.772552
20160816_0743_0,12,2.83459e-06
20160816_0743_0,11,0.828866
20160816_0743_0,5,0.853811
20160816_0743_0,7,2.56418e-06
20160816_0743_0,2,0.00178252
20160816_0743_0,8,8.82173e-07
20160816_0743_0,4,0.736949
20160816_0743_0,10,0.595102
20160816_1649_0,0,0.000143315
20160816_1225_1,51,0.96619
20160816_1225_1,26,0.731133
20160816_1225_1,17,0.00193071
20160816_1225_1,28,0.955212
20160816_1225_1,37,0.998403
20160816_1225_1,9,0.989851
20160816_1225_1,13,0.981361
20160816_1225_1,0,0.973253
20160816_1225_1,25,0.986286
20160816_1225_1,1,0.00882694
20160816_1225_1,48,0.978633
20160816_1225_1,39,0.620712
20160816_1225_1,35,0.761006
20160816_1225_1,34,0.770953
20160816_1225_1,15,0.990423
20160816_1225_1,6,0.0526769
20160816_1225_1,45,0.997442
20160816_1225_1,14,0.706256
20160816_1225_1,40,0.569675
20160816_1225_1,3,0.961662
20160816_1225_1,31,0.988328
20160816_1225_1,12,0.466277
20160816_1225_1,11,0.980125
20160816_1225_1,5,0.623878
20160816_1225_1,30,0.984
20160816_1225_1,19,0.988741
20160816_1225_1,47,0.924147
20160816_1225_1,32,0.760031
20160816_1225_1,52,0.96619
20160816_1225_1,42,0.976551
20160816_1225_1,27,0.949829
20160816_1225_1,23,0.0443191
20160816_1225_1,7,0.944659
20160816_1225_1,2,0.245787
20160816_1225_1,18,0.00514289
20160816_1225_1,16,0.922459
20160816_1225_1,38,0.237217
20160816_1225_1,44,0.803744
20160816_1225_1,8,0.962611
20160816_1225_1,4,0.894322
20160816_1225_1,36,0.081689
20160816_1225_1,43,0.803744
20160816_1225_1,33,0.988744
20160816_1225_1,24,0.990596
20160816_1225_1,10,0.983728
20160816_1225_1,22,0.995585
20160816_1225_1,49,0.990463
20160816_1225_1,29,0.9875
20160816_1225_1,20,0.976072
20160816_1225_1,50,0.599853
20160816_1225_1,21,0.99145
20160816_1225_1,46,0.927182
20160816_1225_1,41,0.872267
20160816_0924_1,9,1.20493e-08
20160816_0924_1,13,0.191361
20160816_0924_1,0,0.495
20160816_0924_1,1,0.220991
20160816_0924_1,6,0.870666
20160816_0924_1,14,0.438556
20160816_0924_1,3,2.90187e-05
20160816_0924_1,12,0.213813
20160816_0924_1,11,0.492818
20160816_0924_1,5,0.444317
20160816_0924_1,7,0.318244
20160816_0924_1,2,0.584759
20160816_0924_1,8,0.916454
20160816_0924_1,4,0.66867
20160816_0924_1,10,3.47735e-11
20160816_1823_0,0,3.91498e-05
20160816_1823_0,1,2.95068e-08
20160816_1511_1,26,0.985875
20160816_1511_1,17,1.67694e-05
20160816_1511_1,28,0.998758
20160816_1511_1,37,0.975168
20160816_1511_1,9,0.10442
20160816_1511_1,13,1.19132e-06
20160816_1511_1,0,0.986172
20160816_1511_1,25,0.980625
20160816_1511_1,1,0.00439769
20160816_1511_1,39,0.825195
20160816_1511_1,35,0.944449
20160816_1511_1,34,0.785437
20160816_1511_1,15,0.99846
20160816_1511_1,6,0.231617
20160816_1511_1,14,0.996936
20160816_1511_1,40,0.825195
20160816_1511_1,3,0.0476055
20160816_1511_1,31,0.984396
20160816_1511_1,12,0.789454
20160816_1511_1,11,8.50266e-10
20160816_1511_1,5,0.000265889
20160816_1511_1,30,0.0187992
20160816_1511_1,19,0.998312
20160816_1511_1,32,0.00025944
20160816_1511_1,42,0.992626
20160816_1511_1,27,0.000269843
20160816_1511_1,23,0.364491
20160816_1511_1,7,0.280134
20160816_1511_1,2,0.0141498
20160816_1511_1,18,0.998312
20160816_1511_1,16,0.954617
20160816_1511_1,38,0.979331
20160816_1511_1,8,0.183656
20160816_1511_1,4,0.644849
20160816_1511_1,36,0.96829
20160816_1511_1,43,0.986621
20160816_1511_1,33,0.823497
20160816_1511_1,24,0.987049
20160816_1511_1,10,0.837214
20160816_1511_1,22,0.991355
20160816_1511_1,29,0.000258603
20160816_1511_1,20,0.99239
20160816_1511_1,21,0.974069
20160816_1511_1,41,0.987111
20160816_0835_0,0,3.01382e-09
20160816_0835_0,1,5.13126e-07
20160816_0835_0,2,2.04537e-06
20160816_0742_1,9,0.999421
20160816_0742_1,0,0.843058
20160816_0742_1,1,0.76793
20160816_0742_1,6,0.999106
20160816_0742_1,3,0.99949
20160816_0742_1,5,0.8832
20160816_0742_1,7,0.986259
20160816_0742_1,2,0.999613
20160816_0742_1,8,0.988666
20160816_0742_1,4,0.8832
20160816_1042_1,0,0.823711
20160816_1042_1,1,0.872948
20160816_0753_1,17,0.929738
20160816_0753_1,9,0.261615
20160816_0753_1,13,0.749739
20160816_0753_1,0,0.964024
20160816_0753_1,25,0.956866
20160816_0753_1,1,0.985286
20160816_0753_1,15,0.948523
20160816_0753_1,6,0.565382
20160816_0753_1,14,0.637348
20160816_0753_1,3,0.888051
20160816_0753_1,12,0.960753
20160816_0753_1,11,0.903816
20160816_0753_1,5,0.798839
20160816_0753_1,19,2.78315e-06
20160816_0753_1,23,0.99546
20160816_0753_1,7,0.496916
20160816_0753_1,2,0.977174
20160816_0753_1,18,0.974282
20160816_0753_1,16,0.408837
20160816_0753_1,8,0.976022
20160816_0753_1,4,0.955586
20160816_0753_1,24,0.932925
20160816_0753_1,10,0.686754
20160816_0753_1,22,0.366109
20160816_0753_1,20,0.918378
20160816_0753_1,21,0.957432
20160816_0738_1,0,0.0579187
20160816_0738_1,1,0.895731
20160816_0738_1,3,0.961295
20160816_0738_1,5,0.697285
20160816_0738_1,2,0.900143
20160816_0738_1,4,0.986394
20160816_0200_1,0,6.43699e-05
20160816_1410_1,17,0.025602
20160816_1410_1,9,0.937582
20160816_1410_1,13,0.914902
20160816_1410_1,0,0.172141
20160816_1410_1,1,0.211938
20160816_1410_1,15,0.932621
20160816_1410_1,6,0.00625995
20160816_1410_1,14,0.0376562
20160816_1410_1,3,0.00130809
20160816_1410_1,12,0.998746
20160816_1410_1,11,0.0053932
20160816_1410_1,5,0.936829
20160816_1410_1,19,0.999721
20160816_1410_1,7,0.00319994
20160816_1410_1,2,0.979387
20160816_1410_1,18,0.999793
20160816_1410_1,16,0.994494
20160816_1410_1,8,0.00770557
20160816_1410_1,4,0.999626
20160816_1410_1,10,0.92429
20160816_0047_1,0,1.43483e-05
20160816_0047_1,1,6.17463e-06
20160816_1821_0,0,0.0269605
20160816_2050_0,9,1.29944e-06
20160816_2050_0,0,0.000254554
20160816_2050_0,1,2.33155e-05
20160816_2050_0,6,1.81375e-05
20160816_2050_0,3,3.44076e-06
20160816_2050_0,5,0.000223585
20160816_2050_0,7,6.0135e-06
20160816_2050_0,2,8.42331e-08
20160816_2050_0,8,1.45185e-08
20160816_2050_0,4,1.74887e-06
20160816_2050_0,10,2.07061e-08
20160816_1351_1,17,0.0942031
20160816_1351_1,9,0.240213
20160816_1351_1,13,0.975911
20160816_1351_1,0,0.941995
20160816_1351_1,1,0.951418
20160816_1351_1,15,0.629129
20160816_1351_1,6,0.0225743
20160816_1351_1,14,0.910222
20160816_1351_1,3,0.484379
20160816_1351_1,12,0.15633
20160816_1351_1,11,0.913387
20160816_1351_1,5,0.883767
20160816_1351_1,7,0.954792
20160816_1351_1,2,0.795045
20160816_1351_1,18,0.00229265
20160816_1351_1,16,0.434858
20160816_1351_1,8,0.963158
20160816_1351_1,4,0.270636
20160816_1351_1,10,0.996029
20160816_1111_0,0,0.820817
20160816_1111_0,1,0.89787
20160816_1111_0,6,0.988679
20160816_1111_0,3,0.985922
20160816_1111_0,5,0.934604
20160816_1111_0,7,0.953432
20160816_1111_0,2,0.969031
20160816_1111_0,4,0.975134
20160816_1243_1,17,0.924514
20160816_1243_1,9,0.179597
20160816_1243_1,13,0.887043
20160816_1243_1,0,0.0458208
20160816_1243_1,1,0.0182883
20160816_1243_1,15,0.531882
20160816_1243_1,6,0.0222597
20160816_1243_1,14,3.93166e-06
20160816_1243_1,3,0.0127314
20160816_1243_1,12,0.00620581
20160816_1243_1,11,0.00978364
20160816_1243_1,5,6.37976e-07
20160816_1243_1,19,0.00186738
20160816_1243_1,7,0.706388
20160816_1243_1,2,0.0869463
20160816_1243_1,18,0.126306
20160816_1243_1,16,0.852253
20160816_1243_1,8,0.271716
20160816_1243_1,4,0.964392
20160816_1243_1,10,0.061842
20160816_1243_1,20,0.11746
20160816_1243_1,21,0.457619
20160816_1801_0,0,3.79692e-06
20160816_1801_0,1,4.77942e-07
20160816_1801_0,2,7.06867e-07
20160816_1210_0,0,1.06823e-06
20160816_1210_0,1,7.55972e-05
20160816_1210_0,6,0.0238703
20160816_1210_0,3,0.00256652
20160816_1210_0,5,0.000367363
20160816_1210_0,7,0.00311025
20160816_1210_0,2,0.786721
20160816_1210_0,8,0.0034365
20160816_1210_0,4,0.00237746
20160816_1018_1,9,0.453522
20160816_1018_1,0,0.16619
20160816_1018_1,1,0.145659
20160816_1018_1,6,0.853103
20160816_1018_1,3,0.701787
20160816_1018_1,12,0.888271
20160816_1018_1,11,0.349556
20160816_1018_1,5,0.0460028
20160816_1018_1,7,0.911437
20160816_1018_1,2,0.00908121
20160816_1018_1,8,0.167387
20160816_1018_1,4,0.00853186
20160816_1018_1,10,0.636295
20160816_1034_0,0,3.63305e-05
20160816_1034_0,1,1.39819e-06
20160816_1034_0,2,7.00893e-08
20160816_1428_1,26,0.98874
20160816_1428_1,17,0.206271
20160816_1428_1,28,0.997368
20160816_1428_1,9,0.997599
20160816_1428_1,13,0.369276
20160816_1428_1,0,0.241942
20160816_1428_1,25,0.989956
20160816_1428_1,1,0.899108
20160816_1428_1,15,0.630383
20160816_1428_1,6,0.982623
20160816_1428_1,14,0.766498
20160816_1428_1,3,0.990297
20160816_1428_1,31,0.97367
20160816_1428_1,12,0.767431
20160816_1428_1,11,0.972637
20160816_1428_1,5,0.943142
20160816_1428_1,30,0.976989
20160816_1428_1,19,0.990622
20160816_1428_1,32,0.977568
20160816_1428_1,27,0.945934
20160816_1428_1,23,0.717924
20160816_1428_1,7,0.999669
20160816_1428_1,2,0.110551
20160816_1428_1,18,0.950105
20160816_1428_1,16,0.873421
20160816_1428_1,8,0.998967
20160816_1428_1,4,0.998365
20160816_1428_1,33,0.916701
20160816_1428_1,24,0.985648
20160816_1428_1,10,0.992296
20160816_1428_1,22,0.874766
20160816_1428_1,29,0.853712
20160816_1428_1,20,0.959076
20160816_1428_1,21,0.922991
20160816_1450_0,0,0.00629636
20160816_1450_0,1,0.050844
20160816_1450_0,3,0.00179375
20160816_1450_0,5,1.84376e-05
20160816_1450_0,2,0.0162189
20160816_1450_0,4,0.0049769
20160816_1807_1,0,0.000625108
20160816_1807_1,1,1.44863e-06
20160816_1807_1,2,2.98725e-05
20160816_1648_0,0,2.72597e-08
20160816_1648_0,1,4.30462e-07
20160816_1648_0,3,3.36372e-10
20160816_1648_0,2,1.88603e-06
20160816_1648_0,4,0.263349
20160816_1058_1,0,0.339926
20160816_1058_1,1,0.607973
20160816_1058_1,2,0.554526
20160816_2347_1,0,3.7114e-06
20160816_2347_1,1,1.7001e-06
20160816_1349_1,0,0.921843
20160816_1349_1,1,0.0364976
20160816_1349_1,3,0.936201
20160816_1349_1,5,0.91731
20160816_1349_1,2,0.385203
20160816_1349_1,4,0.876663
20160816_1602_0,0,6.7641e-05
20160816_1602_0,1,0.00616067
20160816_1602_0,3,0.001696
20160816_1602_0,5,0.000143993
20160816_1602_0,2,4.1739e-05
20160816_1602_0,4,0.000618896
20160816_1127_1,0,0.075058
20160816_1127_1,1,0.298383
20160816_0921_1,0,0.0535891
20160816_0921_1,1,0.0188602
20160816_0921_1,2,0.544417
20160816_1245_1,9,0.0258053
20160816_1245_1,13,0.165514
20160816_1245_1,0,0.997709
20160816_1245_1,1,0.982344
20160816_1245_1,15,0.125913
20160816_1245_1,6,0.991835
20160816_1245_1,14,0.0372277
20160816_1245_1,3,0.991298
20160816_1245_1,12,0.386429
20160816_1245_1,11,0.549919
20160816_1245_1,5,0.979496
20160816_1245_1,7,0.989172
20160816_1245_1,2,0.980661
20160816_1245_1,16,0.548496
20160816_1245_1,8,0.968477
20160816_1245_1,4,0.0956273
20160816_1245_1,10,0.471991
20160816_0627_0,0,3.28101e-08
20160816_1100_0,9,0.00227124
20160816_1100_0,0,0.00213784
20160816_1100_0,1,1.20697e-06
20160816_1100_0,6,0.00136247
20160816_1100_0,3,0.00834606
20160816_1100_0,12,0.00764849
20160816_1100_0,11,0.0270615
20160816_1100_0,5,0.0165414
20160816_1100_0,7,0.00525211
20160816_1100_0,2,0.00263328
20160816_1100_0,8,0.0171113
20160816_1100_0,4,0.000784917
20160816_1100_0,10,0.217497
20160816_1813_0,0,6.15196e-09
20160816_0514_1,0,1.39855e-06
20160816_1027_0,0,0.000472731
20160816_1027_0,1,0.00382898
20160816_1027_0,6,0.00415322
20160816_1027_0,3,0.0359313
20160816_1027_0,5,8.51465e-05
20160816_1027_0,7,0.00524673
20160816_1027_0,2,0.00756158
20160816_1027_0,4,0.000920422
20160816_0228_0,0,7.60571e-06
20160816_0228_0,1,5.93365e-06
20160816_1214_0,17,0.00105333
20160816_1214_0,9,0.00179924
20160816_1214_0,13,0.0112639
20160816_1214_0,0,0.00181395
20160816_1214_0,1,1.40863e-05
20160816_1214_0,15,0.00416234
20160816_1214_0,6,0.308037
20160816_1214_0,14,0.0058275
20160816_1214_0,3,0.055948
20160816_1214_0,12,0.0108468
20160816_1214_0,11,0.00491563
20160816_1214_0,5,0.0147933
20160816_1214_0,19,0.00152016
20160816_1214_0,23,0.000170086
20160816_1214_0,7,0.275305
20160816_1214_0,2,0.16843
20160816_1214_0,18,0.565456
20160816_1214_0,16,0.0109013
20160816_1214_0,8,0.0375775
20160816_1214_0,4,0.0499599
20160816_1214_0,10,0.00664649
20160816_1214_0,22,0.00398466
20160816_1214_0,20,0.006397
20160816_1214_0,21,0.0137162
20160816_1516_0,0,0.017359
20160816_1516_0,1,0.00510449
20160816_1516_0,3,0.0041578
20160816_1516_0,5,0.00922798
20160816_1516_0,2,0.00561255
20160816_1516_0,4,0.000430191
20160816_2122_1,0,8.66475e-09
20160816_1617_1,9,1.33358e-06
20160816_1617_1,0,0.0595094
20160816_1617_1,1,0.0105531
20160816_1617_1,6,0.974957
20160816_1617_1,3,0.00181099
20160816_1617_1,11,0.00837712
20160816_1617_1,5,0.855445
20160816_1617_1,7,0.999569
20160816_1617_1,2,0.0529186
20160816_1617_1,8,0.280952
20160816_1617_1,4,0.00105155
20160816_1617_1,10,0.00540746
20160816_2240_0,9,0.00320065
20160816_2240_0,0,1.12467e-10
20160816_2240_0,1,3.74845e-07
20160816_2240_0,6,4.52748e-06
20160816_2240_0,3,1.39898e-05
20160816_2240_0,5,1.62485e-07
20160816_2240_0,7,4.95678e-06
20160816_2240_0,2,2.26438e-05
20160816_2240_0,8,0.00272682
20160816_2240_0,4,2.96676e-07
20160816_0717_0,0,2.17999e-05
20160816_0717_0,1,1.78917e-06
20160816_0717_0,2,9.62264e-06
20160816_0952_1,0,0.93723
20160816_0952_1,1,0.873454
20160816_0952_1,6,0.00228047
20160816_0952_1,3,0.90795
20160816_0952_1,5,0.000510412
20160816_0952_1,2,0.74664
20160816_0952_1,4,0.98515
20160816_2227_1,0,0.00131557
20160816_2227_1,1,6.90902e-05
20160816_2227_1,3,4.53947e-07
20160816_2227_1,2,2.41981e-08
20160816_2227_1,4,5.33739e-10
20160816_1951_1,0,1.42884e-06
20160816_1951_1,1,1.00362e-07
20160816_1249_0,9,0.00218486
20160816_1249_0,0,0.0195246
20160816_1249_0,1,0.0120886
20160816_1249_0,6,0.0122281
20160816_1249_0,3,0.276071
20160816_1249_0,5,0.00219714
20160816_1249_0,7,0.0248411
20160816_1249_0,2,0.0369542
20160816_1249_0,8,0.000557955
20160816_1249_0,4,0.000465264
20160816_1249_0,10,0.00344013
20160816_1619_0,0,0.000739948
20160816_1619_0,1,0.43071
20160816_1619_0,3,0.311713
20160816_1619_0,2,0.2892
20160816_1619_0,4,1.94426e-06
20160816_0016_0,0,7.51825e-07
20160816_1119_1,9,0.0789861
20160816_1119_1,13,0.944472
20160816_1119_1,0,0.511797
20160816_1119_1,1,0.879417
20160816_1119_1,6,0.641389
20160816_1119_1,3,0.969489
20160816_1119_1,12,0.854247
20160816_1119_1,11,0.406913
20160816_1119_1,5,0.0205292
20160816_1119_1,7,0.929971
20160816_1119_1,2,0.846857
20160816_1119_1,8,0.440999
20160816_1119_1,4,0.910808
20160816_1119_1,10,0.645656
20160816_1232_0,9,9.02788e-05
20160816_1232_0,13,0.00439592
20160816_1232_0,0,3.20888e-06
20160816_1232_0,1,0.900414
20160816_1232_0,15,3.59287e-05
20160816_1232_0,6,0.389879
20160816_1232_0,14,0.000101607
20160816_1232_0,3,8.54144e-05
20160816_1232_0,12,0.602185
20160816_1232_0,11,7.92323e-06
20160816_1232_0,5,0.948439
20160816_1232_0,7,0.295046
20160816_1232_0,2,0.965156
20160816_1232_0,8,0.00225746
20160816_1232_0,4,0.103424
20160816_1232_0,10,0.912142
20160816_1307_1,17,0.712524
20160816_1307_1,9,0.022299
20160816_1307_1,13,0.16166
20160816_1307_1,0,0.0617646
20160816_1307_1,1,0.0303116
20160816_1307_1,15,0.0370771
20160816_1307_1,6,0.018317
20160816_1307_1,14,0.119828
20160816_1307_1,3,0.0470421
20160816_1307_1,12,0.0131724
20160816_1307_1,11,0.00043876
20160816_1307_1,5,0.0235106
20160816_1307_1,7,2.79719e-05
20160816_1307_1,2,0.0550442
20160816_1307_1,18,0.487433
20160816_1307_1,16,0.927087
20160816_1307_1,8,0.214886
20160816_1307_1,4,0.00720224
20160816_1307_1,10,0.0642539
20160816_1413_1,0,0.00223199
20160816_1413_1,1,0.994965
20160816_1413_1,6,0.00469346
20160816_1413_1,3,0.952467
20160816_1413_1,5,0.195684
20160816_1413_1,7,0.0197077
20160816_1413_1,2,0.985467
20160816_1413_1,4,0.637444
20160816_1504_0,0,5.96042e-05
20160816_1504_0,1,0.00170521
20160816_1504_0,6,0.00918571
20160816_1504_0,3,8.91566e-05
20160816_1504_0,5,0.00513835
20160816_1504_0,7,1.14239e-07
20160816_1504_0,2,0.0133241
20160816_1504_0,4,0.0023333
20160816_0859_1,17,9.88037e-12
20160816_0859_1,9,0.862377
20160816_0859_1,13,0.338455
20160816_0859_1,0,0.237687
20160816_0859_1,1,0.290531
20160816_0859_1,15,0.686803
20160816_0859_1,6,0.791289
20160816_0859_1,14,0.8665
20160816_0859_1,3,0.883583
20160816_0859_1,12,0.152018
20160816_0859_1,11,1.67357e-11
20160816_0859_1,5,0.979699
20160816_0859_1,7,0.728369
20160816_0859_1,2,0.85753
20160816_0859_1,16,6.70742e-12
20160816_0859_1,8,0.950793
20160816_0859_1,4,0.405653
20160816_0859_1,10,9.7231e-09
20160816_1445_1,26,0.744626
20160816_1445_1,17,0.0343361
20160816_1445_1,9,0.996377
20160816_1445_1,13,0.0980878
20160816_1445_1,0,0.932024
20160816_1445_1,25,0.994601
20160816_1445_1,1,0.11751
20160816_1445_1,15,0.0848838
20160816_1445_1,6,0.00332411
20160816_1445_1,14,0.510791
20160816_1445_1,3,0.0921117
20160816_1445_1,12,0.0474694
20160816_1445_1,11,0.938505
20160816_1445_1,5,0.0163726
20160816_1445_1,19,0.999874
20160816_1445_1,27,0.995335
20160816_1445_1,23,0.952836
20160816_1445_1,7,0.00261261
20160816_1445_1,2,0.0952978
20160816_1445_1,18,0.999874
20160816_1445_1,16,0.192482
20160816_1445_1,8,0.903601
20160816_1445_1,4,0.00404721
20160816_1445_1,24,0.98541
20160816_1445_1,10,0.993147
20160816_1445_1,22,0.992216
20160816_1445_1,20,0.000215133
20160816_1445_1,21,0.997074
20160816_0249_0,0,1.58729e-06
20160816_0249_0,1,6.58931e-06
20160816_0249_0,2,2.14623e-07
20160816_1207_0,0,4.70768e-06
20160816_1207_0,1,8.66195e-05
20160816_1207_0,2,1.72302e-08
20160816_0442_1,0,0.110526
20160816_0442_1,1,0.00647119
20160816_0442_1,6,0.00569608
20160816_0442_1,3,9.89403e-06
20160816_0442_1,5,2.54592e-08
20160816_0442_1,2,0.0681583
20160816_0442_1,4,8.37551e-12
20160816_1507_0,0,0.131135
20160816_1507_0,1,0.0082458
20160816_1507_0,6,0.000663307
20160816_1507_0,3,4.16412e-05
20160816_1507_0,5,5.50628e-05
20160816_1507_0,2,0.0142771
20160816_1507_0,4,5.50628e-05
20160816_0826_0,0,0.992493
20160816_0826_0,1,5.46046e-05
20160816_0826_0,6,0.00108556
20160816_0826_0,3,0.0465208
20160816_0826_0,5,0.0467044
20160816_0826_0,7,0.00222834
20160816_0826_0,2,0.277694
20160816_0826_0,8,2.50196e-05
20160816_0826_0,4,0.0206128
20160816_1303_1,0,0.0332612
20160816_1303_1,1,0.14679
20160816_1303_1,6,0.154631
20160816_1303_1,3,0.727525
20160816_1303_1,5,0.443342
20160816_1303_1,7,0.00416955
20160816_1303_1,2,0.105582
20160816_1303_1,4,0.443342
20160816_1619_1,9,0.92418
20160816_1619_1,13,0.134841
20160816_1619_1,0,0.021596
20160816_1619_1,1,0.0414073
20160816_1619_1,15,0.398918
20160816_1619_1,6,0.10783
20160816_1619_1,14,0.898695
20160816_1619_1,3,0.911329
20160816_1619_1,12,0.00883373
20160816_1619_1,11,0.031355
20160816_1619_1,5,0.319123
20160816_1619_1,7,0.0184958
20160816_1619_1,2,0.922079
20160816_1619_1,16,0.630753
20160816_1619_1,8,0.116683
20160816_1619_1,4,0.047012
20160816_1619_1,10,0.047568
20160816_1959_0,0,3.18213e-06
20160816_1449_0,9,0.0818428
20160816_1449_0,0,0.000223183
20160816_1449_0,1,0.082493
20160816_1449_0,6,0.53482
20160816_1449_0,3,0.00291178
20160816_1449_0,11,0.533363
20160816_1449_0,5,0.299953
20160816_1449_0,7,0.040198
20160816_1449_0,2,0.024127
20160816_1449_0,8,0.000547041
20160816_1449_0,4,0.0361384
20160816_1449_0,10,0.0367316
20160816_2102_0,9,3.35231e-06
20160816_2102_0,13,1.22939e-09
20160816_2102_0,0,2.57099e-07
20160816_2102_0,1,1.78115e-05
20160816_2102_0,6,0.000103077
20160816_2102_0,14,3.20864e-08
20160816_2102_0,3,1.79796e-08
20160816_2102_0,12,6.03348e-07
20160816_2102_0,11,2.056e-06
20160816_2102_0,5,0.000103077
20160816_2102_0,7,1.47092e-08
20160816_2102_0,2,9.72086e-05
20160816_2102_0,8,7.9678e-09
20160816_2102_0,4,0.000928056
20160816_2102_0,10,1.57422e-05
20160816_0347_1,0,5.27113e-08
20160816_1326_1,0,0.996997
20160816_1326_1,1,0.223668
20160816_1326_1,6,0.902542
20160816_1326_1,3,0.968926
20160816_1326_1,5,0.95002
20160816_1326_1,2,0.195617
20160816_1326_1,4,0.931566
20160816_0732_1,17,0.000507247
20160816_0732_1,9,1.60824e-07
20160816_0732_1,13,0.418086
20160816_0732_1,0,0.0343466
20160816_0732_1,1,0.231052
20160816_0732_1,15,0.929023
20160816_0732_1,6,0.977138
20160816_0732_1,14,0.97577
20160816_0732_1,3,0.937795
20160816_0732_1,12,0.715093
20160816_0732_1,11,0.614557
20160816_0732_1,5,0.946324
20160816_0732_1,19,1.07119e-05
20160816_0732_1,7,0.927988
20160816_0732_1,2,8.83221e-06
20160816_0732_1,18,1.61454e-11
20160816_0732_1,16,0.000547897
20160816_0732_1,8,0.815548
20160816_0732_1,4,0.713422
20160816_0732_1,10,0.865431
20160816_0732_1,22,0.840897
20160816_0732_1,20,0.952999
20160816_0732_1,21,0.00235698
20160816_0727_1,0,0.545088
20160816_0459_1,0,4.81574e-07
20160816_0459_1,1,4.60282e-08
20160816_1040_1,0,0.00915314
20160816_1040_1,1,0.0113878
20160816_1628_0,0,0.00178471
20160816_1628_0,1,0.00256182
20160816_1628_0,2,0.0189729
20160816_1656_0,0,3.77309e-06
20160816_1656_0,1,0.000293659
20160816_1656_0,2,4.04357e-05
20160816_1502_1,51,0.99598
20160816_1502_1,26,0.997972
20160816_1502_1,17,0.95061
20160816_1502_1,28,0.825705
20160816_1502_1,37,0.982542
20160816_1502_1,9,0.942322
20160816_1502_1,13,0.982647
20160816_1502_1,0,0.0550937
20160816_1502_1,25,0.817905
20160816_1502_1,1,0.824695
20160816_1502_1,48,0.998844
20160816_1502_1,39,0.985285
20160816_1502_1,35,0.964695
20160816_1502_1,34,0.999625
20160816_1502_1,15,0.944907
20160816_1502_1,6,0.948757
20160816_1502_1,45,0.999296
20160816_1502_1,14,0.978333
20160816_1502_1,40,0.997319
20160816_1502_1,3,0.985962
20160816_1502_1,31,0.00302594
20160816_1502_1,12,0.00759576
20160816_1502_1,11,0.902581
20160816_1502_1,5,0.00604287
20160816_1502_1,30,0.970023
20160816_1502_1,19,0.980547
20160816_1502_1,47,0.978688
20160816_1502_1,32,0.999133
