1000,610.0,6.10050005171,15,45,9
1005,436.0,6.09068061735,15,46,5
1011,625.0,5.98518803951,15,44,4
1012,467.77777777777777,6.05357976766,15,45,9
1013,555.7142857142857,6.02836436245,15,44,14
1015,526.0,6.00914171182,15,48,5
1016,640.0,6.22144410715,15,48,6
1018,503.3333333333333,5.90835015353,15,48,6
1019,625.0,6.0238362211,15,47,4
1022,803.3333333333334,6.04257689844,15,47,6
1023,631.5384615384615,5.9460012935,15,47,13
1024,576.6666666666666,6.00853272847,15,46,15
103,280.0,1.14834736021,12,26,6
1036,503.3333333333333,6.15464314054,15,30,6
1037,599.0,6.14631713654,15,30,10
104,664.2857142857143,0.724641173769,12,26,7
1041,512.5,6.05884124849,15,30,4
1042,726.6666666666666,6.03143534567,15,30,6
1044,598.5714285714286,6.03220692008,15,30,7
1045,775.0,6.01537563769,15,30,4
1046,633.3333333333334,6.14219075909,15,30,12
1047,278.0,2.68951192683,15,30,5
1048,282.5,2.7623833914,15,30,4
1049,300.0,2.78692867367,15,30,4
105,312.0,5.40888565184,12,27,5
1050,512.0,6.12733603018,15,29,5
1051,615.0,6.04476207633,15,29,6
1052,430.0,5.80771370341,15,29,4
1053,528.0,5.93472995976,15,29,5
1054,783.75,5.89889559062,15,29,8
1055,478.57142857142856,6.15134846036,15,30,7
1057,387.5,6.09426010911,15,34,4
1058,690.0,6.02244062194,15,33,4
1059,585.0,6.04573423884,15,33,8
106,256.0,5.34932908666,12,25,5
1060,510.0,5.84102130162,15,33,4
1063,568.5714285714286,6.09436881967,15,33,7
1064,681.6666666666666,6.13162541018,15,33,6
1067,341.0,2.7127735598,15,31,10
1074,535.0,6.07147450378,15,31,8
1075,492.0,5.91514789869,15,32,5
108,553.75,0.925319802482,12,25,8
1082,655.0,6.10772227753,15,34,6
1084,526.0,5.9534228585,15,34,5
1088,746.0,1.46113367776,15,35,5
109,585.7142857142857,0.696285051495,12,25,7
1090,632.5,6.05444387069,15,35,4
1091,762.0,5.91829881804,15,35,10
1092,560.0,5.94734504867,15,35,5
1093,624.0,5.94735094947,15,35,5
1094,478.0,5.9659886888,15,36,5
110,758.0,0.602050804089,12,25,5
1104,600.0,6.1436843593,15,17,5
1106,462.0,6.11795557133,15,17,5
1107,491.42857142857144,0.0329907931572,15,16,7
1109,593.3333333333334,6.12263517527,15,15,6
1111,492.0,6.15132440388,15,15,5
1113,855.0,3.4890253349,15,15,6
1115,461.25,6.27123472978,15,18,8
1117,631.4285714285714,6.24395612604,15,17,7
112,273.3333333333333,1.5849655287,12,25,3
1130,383.3333333333333,6.10316977122,15,19,3
1133,632.5,6.00015728738,15,20,12
1134,716.25,6.01028502365,15,19,8
1136,945.0,0.0869277946124,15,19,4
1143,655.0,6.20439238175,15,18,6
1144,597.5,5.90711715562,15,19,4
1145,623.3333333333334,0.0356908403534,15,19,9
1146,352.0,6.11840035991,15,18,5
1147,554.0,6.11546807859,15,18,10
1149,647.7777777777778,6.16916150932,15,18,9
115,600.0,1.10914314755,12,27,6
1150,560.0,6.03140508213,15,18,8
1151,505.0,0.0827647094186,15,19,4
1153,464.0,6.1465024272,15,18,5
1154,463.3333333333333,6.28159738132,15,24,6
1156,566.6666666666666,6.09940405415,15,25,6
1157,415.0,6.25748847211,15,24,6
116,503.3333333333333,1.21265743444,12,27,6
1161,618.3333333333334,6.20475093082,15,26,6
1163,606.6666666666666,6.17857569374,15,25,6
1164,684.2857142857143,6.16715971772,15,25,7
1166,300.0,5.96879969776,15,27,4
1168,286.6666666666667,0.409020548922,15,26,3
1170,627.5,6.18683155414,15,26,4
1171,559.0,6.14160203504,15,26,10
1172,596.0,6.00476211692,15,26,5
1173,555.0,6.09907422681,15,26,4
1178,340.0,4.36612571481,15,22,3
1188,506.6666666666667,6.21870222759,15,22,3
119,542.5,0.652393377011,12,26,4
1190,578.1818181818181,6.0868549006,15,22,11
1192,450.0,6.17301684033,15,24,3
1194,454.2857142857143,6.12037833186,15,25,7
1197,688.8888888888889,6.12663683079,15,24,9
1198,540.0,6.23454645256,15,24,9
120,720.0,0.675943636422,12,26,5
1200,611.4285714285714,6.04903262981,15,24,7
1201,525.0,6.28041320486,14,46,4
1202,722.7272727272727,0.0250616415247,14,47,11
1203,692.0,6.23656144217,14,47,5
1204,581.6666666666666,6.25582359427,14,48,6
1206,461.6666666666667,5.93105666417,14,47,6
1207,587.5,0.0113169081463,14,47,8
1208,640.0,6.1371848606,14,48,5
1209,561.6666666666666,0.14707827768,14,48,6
121,577.5,0.977527975132,12,25,4
1212,637.5,0.0108625967229,14,48,4
1214,600.0,0.0851385602429,14,49,4
1217,615.7142857142857,6.16230951585,14,45,7
1218,832.5,0.0665920601393,14,45,4
1221,504.0,0.209719332931,14,46,5
1222,655.5555555555555,0.0898613804712,14,46,9
1223,568.0,3.37520757728,14,42,5
1226,611.25,0.0632308055134,14,44,8
1227,606.6666666666666,0.122220769941,14,44,6
1228,532.5,0.0151992461568,14,44,4
1230,384.2857142857143,0.363183215534,14,44,7
1231,586.6666666666666,0.153293323027,14,45,3
1236,596.6666666666666,6.22296570606,14,41,6
1237,575.0,0.122145346543,14,41,6
1238,588.3333333333334,0.0620770881486,14,41,6
1239,748.0,0.107111713415,14,41,5
1241,526.6666666666666,0.101105015588,14,43,9
1243,408.0,0.272729513908,14,41,5
1244,592.5,6.26495110342,14,42,4
1245,542.0,0.287807731102,14,42,5
1246,602.5,5.9805566848,14,42,4
1248,555.7142857142857,0.192112732789,14,42,7
1254,442.0,5.78903562041,14,36,5
1256,663.3333333333334,6.27001285261,14,36,9
1258,594.2857142857143,0.132816772422,14,36,7
1259,745.0,0.239475487114,14,36,14
126,700.0,0.767401117814,12,26,4
1267,630.0,0.0341575653098,14,38,9
1269,508.3333333333333,0.203669502679,14,37,6
1273,476.0,0.0686166053655,14,40,5
1274,516.6666666666666,0.200142443522,14,40,6
1275,567.2727272727273,0.191883105846,14,39,11
1276,550.0,0.233311977442,14,39,8
1277,593.3333333333334,0.311092988479,14,39,6
1278,541.25,0.258534387019,14,39,8
1279,390.0,0.0897807139424,14,37,3
1281,510.0,0.278326162241,14,38,5
1282,402.22222222222223,0.107089121221,14,38,9
1283,598.0,0.181310126773,14,31,5
1284,577.5,0.124978892771,14,32,8
1287,585.0,0.0252395114433,14,32,8
1288,517.7777777777778,0.110355234875,14,33,9
1289,493.3333333333333,0.171701121986,14,32,6
129,527.7777777777778,0.818626508946,12,26,9
1290,561.4285714285714,0.0579907987714,14,32,7
1298,436.25,0.0852173387645,14,28,8
