 clusterID,  avg_angle,  avg_length,  [WRuns  keys] 
128,0.404525789424,944.0,20160816_1647_0/2,20160816_1648_0/1,20160816_1648_0/3,20160816_1647_0/3,20160816_1648_0/2
129,0.13483540289,928.0,20160816_1652_0/0,20160816_1652_0/3,20160816_1652_0/4,20160816_1652_0/1,20160816_1652_0/2
138,0.575609208951,322.5,20160816_1640_0/8,20160816_1640_0/1,20160816_1640_0/7,20160816_1640_0/6
150,6.19676885477,682.5,20160816_1557_0/11,20160816_1557_0/18,20160816_1557_0/13,20160816_1557_0/10
17,5.95499322375,554.0,20160816_1529_0/5,20160816_1528_0/11,20160816_1529_0/1,20160816_1528_0/12,20160816_1529_0/4
179,5.88428431039,796.6666666666666,20160816_1554_0/0,20160816_1554_0/3,20160816_1554_0/2
182,3.3870530694,322.5,20160816_1555_0/3,20160816_1554_0/15,20160816_1554_0/14,20160816_1555_0/5
185,0.0287808150118,612.5,20160816_1553_0/6,20160816_1553_0/4,20160816_1553_0/7,20160816_1553_0/3
223,3.69902087081,601.0,20160816_1608_0/10,20160816_1608_0/4,20160816_1608_0/7,20160816_1608_0/0,20160816_1608_0/5,20160816_1608_0/2,20160816_1608_0/3,20160816_1608_0/1,20160816_1608_0/8,20160816_1608_0/6
226,3.54696881479,725.0,20160816_1610_0/3,20160816_1609_0/27,20160816_1610_0/2,20160816_1609_0/24,20160816_1609_0/26,20160816_1610_0/4,20160816_1610_0/0,20160816_1610_0/1
257,5.41746461268,838.3333333333334,20160816_1319_0/3,20160816_1319_0/8,20160816_1319_0/6,20160816_1319_0/10,20160816_1319_0/9,20160816_1319_0/5
282,3.18202579699,784.0,20160816_1342_0/5,20160816_1342_0/0,20160816_1342_0/3,20160816_1342_0/4,20160816_1342_0/2
284,5.52072678713,648.0,20160816_1343_0/6,20160816_1343_0/2,20160816_1343_0/4,20160816_1343_0/5,20160816_1343_0/7
287,5.29134541426,915.0,20160816_1341_0/9,20160816_1341_0/5,20160816_1341_0/2,20160816_1341_0/8,20160816_1341_0/6,20160816_1341_0/7,20160816_1341_0/1,20160816_1341_0/3,20160816_1341_0/4,20160816_1341_0/10
301,5.4676469576,948.0,20160816_1333_0/8,20160816_1332_0/0,20160816_1333_0/2,20160816_1333_0/0,20160816_1333_0/1
302,5.49128198728,702.0,20160816_1333_0/3,20160816_1333_0/5,20160816_1333_0/12,20160816_1333_0/13,20160816_1333_0/7,20160816_1333_0/14,20160816_1333_0/15,20160816_1333_0/11,20160816_1333_0/16,20160816_1333_0/6
322,3.04380194804,574.0,20160816_1435_0/0,20160816_1434_0/2,20160816_1434_0/3,20160816_1434_0/1,20160816_1435_0/1
323,3.21070146905,412.5,20160816_1435_0/11,20160816_1435_0/8,20160816_1435_0/9,20160816_1435_0/10
324,3.04247506086,590.0,20160816_1435_0/3,20160816_1435_0/6,20160816_1435_0/7,20160816_1435_0/4,20160816_1435_0/2,20160816_1435_0/5
328,2.58540340515,646.6666666666666,20160816_1427_0/2,20160816_1427_0/5,20160816_1427_0/3
335,2.38921641055,308.57142857142856,20160816_1430_0/8,20160816_1430_0/5,20160816_1430_0/4,20160816_1430_0/13,20160816_1430_0/17,20160816_1430_0/14,20160816_1430_0/0
373,5.75808259931,822.5,20160816_1409_0/1,20160816_1409_0/2,20160816_1409_0/4,20160816_1409_0/7
387,2.62181095574,438.57142857142856,20160816_1352_0/6,20160816_1352_0/2,20160816_1352_0/10,20160816_1352_0/4,20160816_1352_0/9,20160816_1352_0/3,20160816_1352_0/5
391,5.07011973746,400.0,20160816_1354_0/4,20160816_1354_0/8,20160816_1354_0/6,20160816_1354_0/3,20160816_1354_0/5,20160816_1354_0/7
392,5.55095923463,900.0,20160816_1355_0/3,20160816_1355_0/2,20160816_1355_0/1
4,4.80561274151,856.6666666666666,20160816_1523_0/40,20160816_1523_0/38,20160816_1523_0/36
402,5.48998089752,820.0,20160816_1252_0/19,20160816_1252_0/16,20160816_1252_0/23,20160816_1252_0/12,20160816_1252_0/31
429,5.11179278447,865.0,20160816_1239_0/3,20160816_1239_0/0,20160816_1239_0/2,20160816_1239_0/1
430,5.11374439583,902.0,20160816_1239_0/8,20160816_1239_0/6,20160816_1239_0/5,20160816_1239_0/7,20160816_1239_0/9
446,4.64126990422,967.5,20160816_1228_0/5,20160816_1228_0/6,20160816_1228_0/3,20160816_1228_0/4
45,3.48241943364,1230.0,20160816_1537_0/10,20160816_1537_0/13,20160816_1537_0/11,20160816_1537_0/9
47,3.7414015181,956.6666666666666,20160816_1536_0/18,20160816_1537_0/7,20160816_1537_0/8,20160816_1536_0/17,20160816_1537_0/1,20160816_1536_0/16
501,4.45611679526,1000.0,20160816_1111_0/5,20160816_1111_0/6,20160816_1111_0/2,20160816_1111_0/4,20160816_1111_0/7,20160816_1111_0/3,20160816_1111_0/1
515,4.70565529941,957.5,20160816_1140_0/3,20160816_1140_0/5,20160816_1140_0/6,20160816_1140_0/2
517,4.66428587601,901.25,20160816_1139_0/13,20160816_1139_0/9,20160816_1139_0/7,20160816_1139_0/10,20160816_1139_0/4,20160816_1139_0/11,20160816_1139_0/14,20160816_1139_0/12
529,4.80651051242,641.4285714285714,20160816_1154_0/2,20160816_1154_0/5,20160816_1154_0/6,20160816_1154_0/9,20160816_1154_0/10,20160816_1154_0/8,20160816_1154_0/1
535,4.91623969381,590.0,20160816_1201_0/20,20160816_1201_0/18,20160816_1201_0/19,20160816_1201_0/17
536,4.80012387604,940.0,20160816_1201_0/14,20160816_1201_0/11,20160816_1201_0/10,20160816_1201_0/16,20160816_1201_0/15
541,4.77211183762,1122.5,20160816_1203_0/6,20160816_1203_0/4,20160816_1203_0/5,20160816_1203_0/7
73,3.8631522801,850.0,20160816_1538_0/13,20160816_1538_0/14,20160816_1538_0/6,20160816_1538_0/10,20160816_1538_0/18,20160816_1538_0/19
81,3.41930566139,746.0,20160816_1514_0/6,20160816_1514_0/7,20160816_1514_0/10,20160816_1514_0/9,20160816_1514_0/8
