key,length,raw_angle,x0,y0,date,time,cam_angle
20160816_1159_1/26,57,5.000187792,74.8,34.2,16-08-16,11:59:50:002,-5.000187792
20160816_1159_1/27,62,5.57222042,76.5,36,16-08-16,11:59:52:777,-5.57222042
20160816_1159_1/28,76,4.843107089,78,38.8,16-08-16,11:59:54:828,-4.843107089
20160816_1159_1/29,93,5.541559636,75.6,41.2,16-08-16,11:59:57:052,-5.541559636
20160816_1159_1/31,110,4.806558035,73.3,40.3,16-08-16,11:59:59:471,-4.806558035
20160816_1200_1/1,82,5.47356398,69.8,40.5,16-08-16,12:00:02:182,-5.47356398
20160816_1200_1/2,94,4.780482101,69,42.5,16-08-16,12:00:04:826,-4.780482101
20160816_1200_1/3,73,5.632541662,69.8,39.8,16-08-16,12:00:07:521,-5.632541662
20160816_1200_1/4,85,4.855693559,69.8,34.4,16-08-16,12:00:09:879,-4.855693559
20160816_1200_1/6,81,5.212920953,71.3,39.3,16-08-16,12:00:14:223,-5.212920953
20160816_1200_1/7,79,5.224833726,70.5,37.8,16-08-16,12:00:14:239,-5.224833726
20160816_1200_1/8,87,5.766192425,76.5,31.2,16-08-16,12:00:16:943,-5.766192425
20160816_1200_1/9,95,4.878461055,76.7,31.7,16-08-16,12:00:19:360,-4.878461055
20160816_1200_1/10,98,5.528448318,73,35,16-08-16,12:00:22:117,-5.528448318
20160816_1200_1/11,87,4.939559106,70.5,37.5,16-08-16,12:00:24:660,-4.939559106
20160816_1200_1/12,84,4.941652434,70.5,36,16-08-16,12:00:24:675,-4.941652434
20160816_1200_1/13,107,5.436729066,70.8,34,16-08-16,12:00:27:234,-5.436729066
20160816_1200_1/14,95,4.916668127,66.1,29.5,16-08-16,12:00:29:980,-4.916668127
20160816_1200_1/15,107,5.625667235,66.4,28.4,16-08-16,12:00:32:592,-5.625667235
20160816_1200_1/16,80,4.763020536,60.1,32,16-08-16,12:00:35:199,-4.763020536
20160816_1200_1/18,56,5.714826709,64.2,36,16-08-16,12:00:38:043,-5.714826709
20160816_1200_1/19,88,4.796839819,60.5,36,16-08-16,12:00:39:916,-4.796839819
20160816_1200_1/20,88,5.510302816,60.3,37.4,16-08-16,12:00:42:530,-5.510302816
20160816_1200_1/21,84,5.007100052,58.3,35.3,16-08-16,12:00:45:143,-5.007100052
20160816_1200_1/24,84,5.402470682,57.4,33.2,16-08-16,12:00:47:729,-5.402470682
20160816_1201_1/0,41,4.745359073,61.2,64.4,16-08-16,12:01:11:647,-4.745359073
20160816_1201_1/1,86,5.127145305,58.2,61,16-08-16,12:01:14:197,-5.127145305
20160816_1201_1/2,100,5.223652648,59.6,66.2,16-08-16,12:01:17:450,-5.223652648
20160816_1201_1/3,85,4.763514536,57.4,55.6,16-08-16,12:01:21:912,-4.763514536
20160816_1201_1/4,92,5.537562571,59.3,49.8,16-08-16,12:01:24:163,-5.537562571
20160816_1201_1/5,67,4.439661382,58.8,48,16-08-16,12:01:26:429,-4.439661382
20160816_1201_0/2,49,1.473084843,40.7,47,16-08-16,12:01:26:592,1.668507811
20160816_1201_1/6,98,5.101896121,59,45.3,16-08-16,12:01:28:774,-5.101896121
20160816_1201_1/9,99,4.824185486,52.3,48,16-08-16,12:01:31:328,-4.824185486
20160816_1201_1/10,112,5.222957374,52.2,47.7,16-08-16,12:01:33:780,-5.222957374
20160816_1201_1/11,91,4.870045844,54.6,50.4,16-08-16,12:01:36:534,-4.870045844
20160816_1201_0/8,44,3.050886801,109.8,52.3,16-08-16,12:01:36:892,0.090705853
20160816_1201_0/10,113,4.800671947,68.5,25.5,16-08-16,12:01:38:902,-1.659079293
20160816_1201_1/12,104,5.465557229,51.5,42.5,16-08-16,12:01:39:284,-5.465557229
20160816_1201_0/11,50,4.766108501,66.8,32.5,16-08-16,12:01:39:530,-1.624515847
20160816_1201_1/13,58,4.998741932,49.8,41,16-08-16,12:01:41:993,-4.998741932
20160816_1201_0/13,70,0.928611345,39.8,51.8,16-08-16,12:01:42:221,2.212981309
20160816_1201_1/14,44,4.869877917,53.3,46,16-08-16,12:01:42:551,-4.869877917
20160816_1201_0/14,93,5.126828651,61.5,36.5,16-08-16,12:01:45:304,-1.985235998
20160816_1201_0/15,92,5.125319609,62.8,36,16-08-16,12:01:45:313,-1.983726955
20160816_1201_0/16,122,4.833590868,65.8,34,16-08-16,12:01:48:266,-1.691998214
20160816_1201_0/17,81,4.92121322,66.5,38,16-08-16,12:01:51:840,-1.779620567
20160816_1201_0/18,35,4.95705873,68.9,39.3,16-08-16,12:01:52:277,-1.815466076
20160816_1201_0/19,71,4.870442479,70.8,36.3,16-08-16,12:01:55:079,-1.728849825
20160816_1201_1/15,39,5.020237233,99.8,81,16-08-16,12:01:57:340,-5.020237233
20160816_1201_1/16,45,5.187078105,69.5,79.2,16-08-16,12:01:58:005,-5.187078105
20160816_1201_0/20,49,5.411228984,69.8,41.8,16-08-16,12:01:58:446,-2.26963633
20160816_1201_1/17,66,4.995861639,98.2,83.4,16-08-16,12:01:59:813,-4.995861639
20160816_1202_1/0,95,5.694353901,66,74.5,16-08-16,12:02:00:719,-5.694353901
20160816_1202_1/1,91,5.231509638,60,70.8,16-08-16,12:02:03:642,-5.231509638
20160816_1202_1/2,71,5.310656782,95.2,89,16-08-16,12:02:04:999,-5.310656782
20160816_1202_1/3,110,5.308085689,63.3,71.1,16-08-16,12:02:06:169,-5.308085689
20160816_1202_1/4,87,5.200045194,62.3,73.5,16-08-16,12:02:08:705,-5.200045194
20160816_1202_1/5,108,5.575239299,63.5,71,16-08-16,12:02:11:064,-5.575239299
20160816_1202_1/6,48,4.945018678,102.5,83.5,16-08-16,12:02:13:641,-4.945018678
20160816_1202_1/7,83,4.949375574,60.8,69.3,16-08-16,12:02:13:931,-4.949375574
20160816_1202_1/8,49,5.463244789,102.5,86.8,16-08-16,12:02:16:440,-5.463244789
20160816_1202_1/9,88,5.644648478,62.8,67.4,16-08-16,12:02:17:749,-5.644648478
20160816_1202_1/10,84,5.650928299,63.5,65.7,16-08-16,12:02:17:783,-5.650928299
20160816_1202_1/11,39,4.832966437,104.5,89,16-08-16,12:02:21:036,-4.832966437
20160816_1202_1/12,23,4.6223436,104.8,91,16-08-16,12:02:23:280,-4.6223436
20160816_1202_1/13,60,4.829113907,58.4,54.6,16-08-16,12:02:25:740,-4.829113907
20160816_1202_1/15,23,5.099787568,104.9,96.8,16-08-16,12:02:30:687,-5.099787568
20160816_1202_1/17,28,4.520548707,106,93,16-08-16,12:02:37:281,-4.520548707
20160816_1202_1/18,48,5.354577498,101.6,97.1,16-08-16,12:02:39:461,-5.354577498
20160816_1202_1/20,35,5.363347983,104.4,98.4,16-08-16,12:02:44:270,-5.363347983
20160816_1202_1/21,32,5.192050774,99,101.3,16-08-16,12:02:48:879,-5.192050774
20160816_1202_1/22,40,4.781602763,81.5,111,16-08-16,12:02:50:933,-4.781602763
20160816_1202_1/24,26,2.505047795,80,103,16-08-16,12:02:55:815,-2.505047795
