 clusterID,  avg_angle,  avg_length,  [WRuns  keys] 
1000,0.195200432186,610.0,20160816_1545_1/48,20160816_1545_1/42,20160816_1545_1/49,20160816_1545_1/44,20160816_1545_1/41,20160816_1545_1/39,20160816_1545_1/37,20160816_1545_1/40,20160816_1545_1/46
1005,0.192504689833,436.0,20160816_1546_1/25,20160816_1546_1/16,20160816_1546_1/20,20160816_1546_1/13,20160816_1546_1/18
1011,0.297997267665,625.0,20160816_1544_1/10,20160816_1544_1/11,20160816_1544_1/13,20160816_1544_1/7
1012,0.228472408747,467.77777777777777,20160816_1544_1/54,20160816_1544_1/57,20160816_1544_1/68,20160816_1544_1/63,20160816_1544_1/56,20160816_1544_1/60,20160816_1544_1/67,20160816_1545_1/1,20160816_1545_1/2
1013,0.250580029388,555.7142857142857,20160816_1544_1/32,20160816_1544_1/51,20160816_1544_1/39,20160816_1544_1/25,20160816_1544_1/36,20160816_1544_1/18,20160816_1544_1/50,20160816_1544_1/42,20160816_1544_1/22,20160816_1544_1/17,20160816_1544_1/31,20160816_1544_1/27,20160816_1544_1/24,20160816_1544_1/33
1015,0.274043595357,526.0,20160816_1548_1/57,20160816_1548_1/54,20160816_1549_1/4,20160816_1549_1/2,20160816_1548_1/53
1016,0.0754818817751,640.0,20160816_1548_1/34,20160816_1548_1/45,20160816_1548_1/37,20160816_1548_1/49,20160816_1548_1/42,20160816_1548_1/30
1018,0.374781486155,503.3333333333333,20160816_1548_1/24,20160816_1548_1/7,20160816_1548_1/14,20160816_1548_1/2,20160816_1548_1/9,20160816_1548_1/5
1019,0.339067612713,625.0,20160816_1547_1/37,20160816_1547_1/38,20160816_1548_1/0,20160816_1547_1/34
1022,0.240608408737,803.3333333333334,20160816_1547_1/31,20160816_1547_1/36,20160816_1547_1/30,20160816_1547_1/26,20160816_1547_1/28,20160816_1547_1/29
1023,0.336453329519,631.5384615384615,20160816_1547_1/9,20160816_1547_1/15,20160816_1547_1/16,20160816_1547_1/10,20160816_1547_1/11,20160816_1547_1/2,20160816_1547_1/21,20160816_1547_1/22,20160816_1547_1/6,20160816_1547_1/1,20160816_1547_1/7,20160816_1547_1/19,20160816_1547_1/12
1024,0.278973521654,576.6666666666666,20160816_1546_1/34,20160816_1547_1/4,20160816_1546_1/37,20160816_1546_1/24,20160816_1546_1/29,20160816_1546_1/19,20160816_1546_1/21,20160816_1546_1/27,20160816_1546_1/33,20160816_1547_1/5,20160816_1546_1/22,20160816_1546_1/23,20160816_1546_1/31,20160816_1547_1/0,20160816_1546_1/30
103,5.13483794697,280.0,20160816_1226_1/19,20160816_1226_1/2,20160816_1226_1/25,20160816_1226_1/28,20160816_1226_1/34,20160816_1226_1/33
1036,0.128542166638,503.3333333333333,20160816_1530_1/53,20160816_1530_1/65,20160816_1530_1/56,20160816_1530_1/66,20160816_1530_1/51,20160816_1530_1/57
1037,0.182895333889,599.0,20160816_1530_1/75,20160816_1530_1/83,20160816_1530_1/82,20160816_1530_1/84,20160816_1530_1/88,20160816_1530_1/71,20160816_1530_1/85,20160816_1531_1/2,20160816_1531_1/0,20160816_1530_1/80
104,5.50431042121,664.2857142857143,20160816_1226_1/40,20160816_1226_1/52,20160816_1226_1/48,20160816_1226_1/43,20160816_1226_1/39,20160816_1226_1/56,20160816_1226_1/46
1041,0.135516784829,512.5,20160816_1530_1/48,20160816_1530_1/45,20160816_1530_1/39,20160816_1530_1/40
1042,0.251749961514,726.6666666666666,20160816_1530_1/21,20160816_1530_1/36,20160816_1530_1/28,20160816_1530_1/27,20160816_1530_1/31,20160816_1530_1/22
1044,0.248947073192,598.5714285714286,20160816_1530_1/72,20160816_1530_1/61,20160816_1530_1/73,20160816_1530_1/63,20160816_1530_1/60,20160816_1530_1/64,20160816_1530_1/69
1045,0.267809669488,775.0,20160816_1530_1/16,20160816_1530_1/14,20160816_1530_1/19,20160816_1530_1/12
1046,0.146614065337,633.3333333333334,20160816_1530_1/43,20160816_1530_1/26,20160816_1530_1/55,20160816_1530_1/50,20160816_1530_1/24,20160816_1530_1/47,20160816_1530_1/30,20160816_1530_1/38,20160816_1530_1/23,20160816_1530_1/52,20160816_1530_1/44,20160816_1530_1/35
1047,3.59367338035,278.0,20160816_1530_1/42,20160816_1530_1/29,20160816_1530_1/37,20160816_1530_1/41,20160816_1530_1/25
1048,3.52080191578,282.5,20160816_1530_1/77,20160816_1530_1/74,20160816_1530_1/81,20160816_1530_1/76
1049,3.49625663351,300.0,20160816_1530_1/54,20160816_1530_1/62,20160816_1530_1/32,20160816_1530_1/70
105,0.874299655336,312.0,20160816_1227_1/6,20160816_1226_1/55,20160816_1227_1/17,20160816_1227_1/9,20160816_1227_1/7
1050,0.169587060633,512.0,20160816_1528_1/18,20160816_1528_1/17,20160816_1528_1/12,20160816_1528_1/13,20160816_1529_1/3
1051,0.241550141481,615.0,20160816_1529_1/10,20160816_1529_1/8,20160816_1529_1/14,20160816_1529_1/17,20160816_1529_1/18,20160816_1529_1/5
1052,0.38100016928,430.0,20160816_1529_1/15,20160816_1529_1/0,20160816_1528_1/15,20160816_1529_1/4
1053,0.348455347422,528.0,20160816_1529_1/54,20160816_1529_1/55,20160816_1529_1/43,20160816_1529_1/47,20160816_1529_1/45
1054,0.37053136388,783.75,20160816_1529_1/33,20160816_1529_1/32,20160816_1529_1/30,20160816_1529_1/22,20160816_1529_1/29,20160816_1529_1/31,20160816_1529_1/39,20160816_1529_1/36
1055,0.154395504375,478.57142857142856,20160816_1529_1/62,20160816_1529_1/67,20160816_1529_1/68,20160816_1529_1/61,20160816_1529_1/60,20160816_1529_1/63,20160816_1530_1/0
1057,0.188925198066,387.5,20160816_1534_1/8,20160816_1534_1/4,20160816_1534_1/12,20160816_1534_1/11
1058,0.260744685236,690.0,20160816_1533_1/26,20160816_1533_1/20,20160816_1533_1/24,20160816_1533_1/22
1059,0.243416162664,585.0,20160816_1533_1/37,20160816_1533_1/34,20160816_1533_1/39,20160816_1534_1/1,20160816_1533_1/30,20160816_1533_1/32,20160816_1533_1/33,20160816_1533_1/28
106,0.953862457964,256.0,20160816_1225_1/43,20160816_1225_1/41,20160816_1225_1/34,20160816_1225_1/35,20160816_1225_1/44
1060,0.326316069523,510.0,20160816_1533_1/7,20160816_1533_1/10,20160816_1533_1/9,20160816_1533_1/11
1063,0.193661704783,568.5714285714286,20160816_1533_1/31,20160816_1533_1/27,20160816_1533_1/25,20160816_1533_1/29,20160816_1534_1/0,20160816_1533_1/38,20160816_1533_1/35
1064,0.0284506912715,681.6666666666666,20160816_1533_1/19,20160816_1533_1/23,20160816_1533_1/12,20160816_1533_1/21,20160816_1533_1/17,20160816_1533_1/18
1067,3.64933692161,341.0,20160816_1531_1/8,20160816_1531_1/11,20160816_1531_1/10,20160816_1531_1/9,20160816_1531_1/29,20160816_1531_1/12,20160816_1531_1/22,20160816_1531_1/27,20160816_1531_1/18,20160816_1531_1/24
1074,0.168300513252,558.5714285714286,20160816_1531_1/21,20160816_1531_1/33,20160816_1531_1/15,20160816_1531_1/20,20160816_1532_1/2,20160816_1531_1/23,20160816_1531_1/28
